surface_type,ref_or_commit,path_or_identifier,blob_sha_or_comment_id,size_if_known,semantic_type,read_status,duplicate_of,relevance,currentness_class,superseded_by,conflict_id,knowledge_output_destination,notes
pr_comment,PR#23,pull/23 comment 2026-08-05T09:15:55Z,5189928935,514,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-05T09:32:30Z,5190088798,557,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-05T10:15:32Z,5190492432,818,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-05T12:40:59Z,5191840101,4353,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-05T18:17:05Z,5195584170,12013,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-05T20:47:59Z,5197161532,9139,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-06T06:21:57Z,5201120035,5812,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-06T19:18:44Z,5208506959,2099,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-07T11:14:39Z,5216323802,1785,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-07T11:44:58Z,5216629185,2196,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-07T17:26:04Z,5220101447,2306,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T09:54:10Z,5225597303,2328,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T10:03:12Z,5225624861,1492,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T10:20:33Z,5225680810,2690,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T10:31:48Z,5225716159,4083,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T10:34:04Z,5225724002,2502,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T10:44:17Z,5225755263,3604,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T10:53:36Z,5225785077,2168,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T10:55:28Z,5225790711,718,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T10:58:23Z,5225799747,1422,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T11:05:19Z,5225823205,1732,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T11:17:23Z,5225861871,4347,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T11:18:07Z,5225864845,2770,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T11:22:53Z,5225883937,2663,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T11:33:51Z,5225918199,2137,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T11:42:56Z,5225949013,2075,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T13:43:38Z,5226364835,10901,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T13:47:49Z,5226382454,4754,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T14:42:34Z,5226592710,11688,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T15:10:12Z,5226697660,5275,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T15:11:26Z,5226702424,3913,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T17:12:38Z,5227191380,5182,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T17:18:50Z,5227238057,6987,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T17:20:27Z,5227245728,2554,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T17:38:40Z,5227315090,8706,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T17:57:58Z,5227389142,748,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T18:00:56Z,5227400520,2258,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T18:02:45Z,5227407324,5348,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T18:06:07Z,5227420645,16215,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T18:06:45Z,5227423120,7913,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T18:10:26Z,5227437449,12689,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T19:03:52Z,5227644845,4651,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T19:14:54Z,5227688956,3068,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T20:56:21Z,5228126106,1137,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-08T20:58:23Z,5228135961,2219,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-09T08:09:47Z,5230513112,2522,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-09T08:11:54Z,5230521395,1313,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-09T08:15:21Z,5230535043,678,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-09T08:19:31Z,5230550552,987,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-10T16:56:57Z,5243353498,5601,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-10T18:42:21Z,5244469519,1481,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-10T20:22:39Z,5245527224,10805,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-10T20:26:52Z,5245571640,1423,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-10T20:34:49Z,5245659657,1824,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-10T20:39:26Z,5245705630,4424,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-14T19:29:32Z,5297337799,3002,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-14T19:37:04Z,5297404156,1280,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-14T20:02:07Z,5297623305,1099,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-14T20:10:52Z,5297708510,1250,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-14T20:43:28Z,5297989730,790,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-14T21:02:08Z,5298138551,2202,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-14T21:08:45Z,5298191594,2373,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-15T06:07:37Z,5300866513,2410,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-15T06:14:03Z,5300890555,1960,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-15T06:24:10Z,5300925724,839,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-15T06:28:58Z,5300942302,1825,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-15T07:59:12Z,5301269488,1661,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-15T08:02:51Z,5301281774,2165,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-16T17:24:40Z,5308689225,835,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-16T17:27:06Z,5308699645,821,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-16T17:32:34Z,5308723962,759,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-16T17:43:51Z,5308786155,3153,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-16T17:52:33Z,5308831953,2501,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-16T17:52:55Z,5308834026,675,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-16T17:57:40Z,5308859381,2196,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-16T18:47:28Z,5309084247,1211,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-16T19:04:19Z,5309158177,2756,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-16T19:12:51Z,5309194732,3016,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-16T19:27:32Z,5309256953,5754,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-17T06:53:39Z,5312813190,2641,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-18T21:24:03Z,5334243478,4730,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-18T21:30:29Z,5334302931,2844,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
